Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
130513-21699,1B,Tyler,Tyler Austin,Austin,,0,2000,MIL@CHC,CHC,MIL,IL,Knee,,,,C/1B/UTIL
130513-79075,SS,Kevin,Kevin Maitan,Maitan,,0,2000,HOU@MIN,MIN,HOU,,,,,,SS/UTIL
130513-60649,C,Alex,Alex Jackson,Jackson,6.443243078283362,37,2000,HOU@MIN,MIN,HOU,,,,,,C/1B/UTIL
130513-197874,2B/3B,Oliver,Oliver Dunn,Dunn,4.985714503696987,14,2000,CWS@SEA,CWS,SEA,,,,,,2B/3B/UTIL
130513-146672,SS,Reginald,Reginald Preciado,Preciado,,0,2000,MIL@CHC,CHC,MIL,,,,,,SS/UTIL
130513-146673,SS,Ed,Ed Howard,Howard,,0,2000,MIL@CHC,CHC,MIL,,,,,,SS/UTIL
130513-83191,C,Austin,Austin Wynns,Wynns,1.971428598676409,14,2000,ATH@LAA,LAA,ATH,,,,,,C/1B/UTIL
130513-197883,OF,Kenedy,Kenedy Corona,Corona,2,3,2000,TOR@NYY,NYY,TOR,,,,,,OF/UTIL
130513-197881,OF,Yanquiel,Yanquiel Fernandez,Fernandez,4.771153963529146,52,2000,TOR@NYY,NYY,TOR,,,,,,OF/UTIL
130513-146694,SS,Arol,Arol Vera,Vera,,0,2000,ATH@LAA,LAA,ATH,,,,,,SS/UTIL
130513-79108,3B,Nick,Nick Senzel,Senzel,,0,2000,LAD@SD,LAD,SD,,,,,,3B/UTIL
130513-146692,OF,David,David Calabrese,Calabrese,,0,2000,ATH@LAA,LAA,ATH,,,,,,OF/UTIL
130513-146693,OF,Alexander,Alexander Ramirez,Ramirez,,0,2000,MIL@CHC,CHC,MIL,,,,,,OF/UTIL
130513-146703,1B,Aaron,Aaron Sabato,Sabato,,0,2000,HOU@MIN,MIN,HOU,,,,,,C/1B/UTIL
130513-146700,SS,Freddy,Freddy Zamora,Zamora,,0,2000,MIL@CHC,MIL,CHC,,,,,,SS/UTIL
130513-85268,1B,Joey,Joey Meneses,Meneses,,0,2000,ATH@LAA,ATH,LAA,,,,,,C/1B/UTIL
130513-197912,OF,Jacob,Jacob Hurtubise,Hurtubise,1.8000000317891438,12,2000,MIL@CHC,MIL,CHC,,,,,,OF/UTIL
130513-85277,2B/OF/1B/3B,Cavan,Cavan Biggio,Biggio,3.573684290835732,38,2000,HOU@MIN,HOU,MIN,,,,,,C/1B/2B/3B/OF/UTIL
130513-146718,SS,Casey,Casey Martin,Martin,,0,2000,MIL@CHC,MIL,CHC,,,,,,SS/UTIL
130513-146719,OF,Junior,Junior Perez,Perez,,0,2000,CWS@SEA,CWS,SEA,,,,,,OF/UTIL
130513-197918,SS,Tsung-Che,Tsung-Che Cheng,Cheng,0,3,2000,BOS@KC,BOS,KC,,,,,,SS/UTIL
130513-146726,OF,Josh,Josh Mears,Mears,,0,2000,LAD@SD,SD,LAD,,,,,,OF/UTIL
130513-146731,SS/2B,Alika,Alika Williams,Williams,0,1,2000,ATH@LAA,ATH,LAA,,,,,,2B/SS/UTIL
130513-146738,2B,Justin,Justin Foscue,Foscue,3.466666751437717,9,2000,TEX@COL,TEX,COL,,,,,,2B/UTIL
130513-79152,C,Matt,Matt Thaiss,Thaiss,5.736666870117188,60,2000,BOS@KC,BOS,KC,,,,,,C/1B/UTIL
130513-79160,OF,Alex,Alex Verdugo,Verdugo,5.967857360839844,56,2000,LAD@SD,SD,LAD,O,Shoulder,,,,OF/UTIL
130513-79174,C,Jacob,Jacob Nottingham,Nottingham,,0,2000,CWS@SEA,SEA,CWS,,,,,,C/1B/UTIL
130513-79204,SS,Richie,Richie Martin,Martin,,0,2000,TEX@COL,TEX,COL,,,,,,SS/UTIL
130513-79213,SS/2B,Scott,Scott Kingery,Kingery,1.9249999523162842,8,2000,MIL@CHC,CHC,MIL,,,,,,2B/SS/UTIL
130513-79218,SS/2B/3B,Kevin,Kevin Newman,Newman,3.1947369491844846,57,2000,BOS@KC,KC,BOS,,,,,,2B/3B/SS/UTIL
130513-238964,OF,Hendry,Hendry Mendez,Mendez,,0,2000,HOU@MIN,MIN,HOU,,,,,,OF/UTIL
130513-238970,3B,Pedro,Pedro Ramirez,Ramirez,,0,2000,MIL@CHC,CHC,MIL,,,,,,3B/UTIL
130513-21890,SS/1B/3B/2B,Orlando,Orlando Arcia,Arcia,3.8697369224146794,76,2000,HOU@MIN,MIN,HOU,,,,,,C/1B/2B/3B/SS/UTIL
130513-232848,2B,Rafael,Rafael Lantigua,Lantigua,,0,2000,TOR@NYY,TOR,NYY,,,,,,2B/UTIL
130513-193947,SS,Mason,Mason McCoy,McCoy,3.0833333333333335,18,2000,LAD@SD,SD,LAD,,,,,,SS/UTIL
130513-101787,1B/OF,LaMonte,LaMonte Wade Jr.,Wade Jr.,4.7349998474121096,80,2000,CWS@SEA,CWS,SEA,,,,,,C/1B/OF/UTIL
130513-118189,C,Ali,Ali Sanchez,Sanchez,2.2833333015441895,12,2000,TOR@NYY,NYY,TOR,,,,,,C/1B/UTIL
130513-101807,C,Seby,Seby Zavala,Zavala,,0,2000,LAD@SD,LAD,SD,,,,,,C/1B/UTIL
130513-38324,C,Jorge,Jorge Alfaro,Alfaro,4.435714176722935,14,2000,BOS@KC,KC,BOS,,,,,,C/1B/UTIL
130513-243143,3B,Tommy,Tommy White,White,,0,2000,ATH@LAA,ATH,LAA,,,,,,3B/UTIL
130513-155109,2B,Alejo,Alejo Lopez,Lopez,,0,2000,CWS@SEA,SEA,CWS,,,,,,2B/UTIL
130513-173546,OF,Nate,Nate Eaton,Eaton,5.702325510424237,43,2000,BOS@KC,BOS,KC,,,,,,OF/UTIL
130513-71182,3B/1B,Jeimer,Jeimer Candelario,Candelario,3.942857197352818,7,2000,ATH@LAA,LAA,ATH,,,,,,C/1B/3B/UTIL
130513-226832,1B,Tim,Tim Elko,Elko,5.83478247601053,23,2000,CWS@SEA,CWS,SEA,O,Knee,,,,C/1B/UTIL
130513-95776,2B/SS/3B/OF,Pablo,Pablo Reyes,Reyes,2.111999969482422,25,2000,LAD@SD,SD,LAD,,,,,,2B/3B/SS/OF/UTIL
130513-181824,SS,Osleivis,Osleivis Basabe,Basabe,,0,2000,SF@ARI,SF,ARI,,,,,,SS/UTIL
130513-222791,OF,Zyhir,Zyhir Hope,Hope,,0,2000,LAD@SD,LAD,SD,,,,,,OF/UTIL
130513-222788,2B/3B,Alex,Alex Freeland,Freeland,6.006060513583097,33,2000,LAD@SD,LAD,SD,,,,,,2B/3B/UTIL
130513-222795,SS,George,George Lombard Jr.,Lombard Jr.,,0,2000,TOR@NYY,NYY,TOR,,,,,,SS/UTIL
130513-226888,2B,Ryan,Ryan Fitzgerald,Fitzgerald,6.395833333333333,24,2000,LAD@SD,LAD,SD,,,,,,2B/UTIL
130513-222805,C,Blake,Blake Mitchell,Mitchell,,0,2000,BOS@KC,KC,BOS,,,,,,C/1B/UTIL
130513-222815,3B,Mike,Mike Boeve,Boeve,,0,2000,MIL@CHC,MIL,CHC,,,,,,3B/UTIL
130513-222813,SS,Arjun,Arjun Nimmala,Nimmala,,0,2000,TOR@NYY,TOR,NYY,,,,,,SS/UTIL
130513-222818,SS,Leo,Leo De Vries,De Vries,,0,2000,ATH@LAA,ATH,LAA,,,,,,SS/UTIL
130513-222817,SS,Jesus,Jesus Made,Made,,0,2000,MIL@CHC,MIL,CHC,,,,,,SS/UTIL
130513-222816,SS,Cooper,Cooper Pratt,Pratt,,0,2000,MIL@CHC,MIL,CHC,,,,,,SS/UTIL
130513-226912,OF,John,John Rave,Rave,4.813888973659939,72,2000,BOS@KC,KC,BOS,,,,,,OF/UTIL
130513-222827,SS,Franklin,Franklin Arias,Arias,,0,2000,BOS@KC,BOS,KC,,,,,,SS/UTIL
130513-222826,SS,Yoeilin,Yoeilin Cespedes,Cespedes,,0,2000,BOS@KC,BOS,KC,,,,,,SS/UTIL
130513-222825,2B/OF/1B,Kristian,Kristian Campbell,Campbell,7.437313250641324,67,2000,BOS@KC,BOS,KC,,,,,,C/1B/2B/OF/UTIL
130513-116339,3B/1B/2B,Abraham,Abraham Toro,Toro,7.2740256569602275,77,2000,BOS@KC,KC,BOS,,,,,,C/1B/2B/3B/UTIL
130513-226928,1B/2B/SS/3B,Jack,Jack Winkler,Winkler,2.171428544180734,14,2000,HOU@MIN,HOU,MIN,,,,,,C/1B/2B/3B/SS/UTIL
130513-222838,SS,Jefferson,Jefferson Rojas,Rojas,,0,2000,MIL@CHC,CHC,MIL,,,,,,SS/UTIL
130513-222842,2B,Michael,Michael Arroyo,Arroyo,,0,2000,CWS@SEA,SEA,CWS,,,,,,2B/UTIL
130513-222841,OF,Lazaro,Lazaro Montes,Montes,,0,2000,CWS@SEA,SEA,CWS,,,,,,OF/UTIL
130513-222840,OF,Jonny,Jonny Farmelo,Farmelo,,0,2000,CWS@SEA,SEA,CWS,,,,,,OF/UTIL
130513-222849,C,Eduardo,Eduardo Tait,Tait,,0,2000,HOU@MIN,MIN,HOU,,,,,,C/1B/UTIL
130513-222860,2B,Christian,Christian Moore,Moore,7.132075471698113,53,2000,ATH@LAA,LAA,ATH,,,,,,2B/UTIL
130513-222879,OF,Alan,Alan Roden,Roden,4.616363525390625,55,2000,HOU@MIN,MIN,HOU,IL,Shoulder,,,,OF/UTIL
130513-165533,3B,Wes,Wes Kath,Kath,,0,2000,CWS@SEA,CWS,SEA,,,,,,3B/UTIL
130513-38561,OF/3B/2B,Chris,Chris Taylor,Taylor,4.086206896551724,58,2000,ATH@LAA,LAA,ATH,,,,,,2B/3B/OF/UTIL
130513-222887,SS/2B,Christian,Christian Koss,Koss,1.2199999809265136,10,2000,SF@ARI,SF,ARI,,,,,,2B/SS/UTIL
130513-229041,3B,Cody,Cody Freeman,Freeman,6.447222391764323,36,2000,TEX@COL,TEX,COL,IL,Back,,,,3B/UTIL
130513-163510,SS/2B,Diego A.,Diego A. Castillo,Castillo,,0,2000,TEX@COL,TEX,COL,,,,,,2B/SS/UTIL
130513-165558,OF,Tyler,Tyler Whitaker,Whitaker,,0,2000,HOU@MIN,HOU,MIN,,,,,,OF/UTIL
130513-222902,2B/OF,Tyler,Tyler Tolbert,Tolbert,1.524999976158142,8,2000,BOS@KC,KC,BOS,,,,,,2B/OF/UTIL
130513-165565,2B,Peyton,Peyton Wilson,Wilson,,0,2000,BOS@KC,KC,BOS,,,,,,2B/UTIL
130513-165574,SS,Daniel,Daniel Vazquez,Vazquez,,0,2000,BOS@KC,KC,BOS,,,,,,SS/UTIL
130513-165575,SS,Denzer,Denzer Guzman,Guzman,5.484615619365986,13,2000,ATH@LAA,LAA,ATH,,,,,,SS/UTIL
130513-165576,SS,Adrian,Adrian Placencia,Placencia,,0,2000,ATH@LAA,LAA,ATH,,,,,,SS/UTIL
130513-163533,C,Jose,Jose Herrera,Herrera,5.650000210466056,58,2000,TEX@COL,TEX,COL,,,,,,C/1B/UTIL
130513-188114,SS,Connor,Connor Kaiser,Kaiser,2.01818188753995,11,2000,BOS@KC,KC,BOS,,,,,,SS/UTIL
130513-38614,SS/3B,Carlos,Carlos Correa,Correa,10.606249809265137,32,2000,HOU@MIN,HOU,MIN,IL,Ankle,,,,3B/SS/UTIL
130513-165598,C,Jesus,Jesus Galiz,Galiz,,0,2000,LAD@SD,LAD,SD,,,,,,C/1B/UTIL
130513-116450,OF,Seth,Seth Brown,Brown,3.149999919690584,38,2000,TOR@NYY,NYY,TOR,,,,,,OF/UTIL
130513-165601,SS,Jose,Jose Salas,Salas,,0,2000,HOU@MIN,MIN,HOU,,,,,,SS/UTIL
130513-165604,C,Jeferson,Jeferson Quero,Quero,3,1,2000,MIL@CHC,MIL,CHC,,,,,,C/1B/UTIL
130513-165619,SS,Noah,Noah Miller,Miller,,0,2000,LAD@SD,LAD,SD,,,,,,SS/UTIL
130513-165622,SS,Jheremy,Jheremy Vargas,Vargas,,0,2000,MIL@CHC,MIL,CHC,,,,,,SS/UTIL
130513-165626,OF,Emmanuel,Emmanuel Rodriguez,Rodriguez,,0,2000,HOU@MIN,MIN,HOU,IL,Thumb,,,,OF/UTIL
130513-52995,C,Luke,Luke Maile,Maile,4.607999877929688,25,2000,BOS@KC,KC,BOS,,,,,,C/1B/UTIL
130513-202501,OF,Duke,Duke Ellis,Ellis,,0,2000,TOR@NYY,NYY,TOR,,,,,,OF/UTIL
130513-165644,OF,Pedro,Pedro Pineda,Pineda,,0,2000,ATH@LAA,ATH,LAA,,,,,,OF/UTIL
130513-165652,OF,Yhoswar,Yhoswar Garcia,Garcia,,0,2000,MIL@CHC,MIL,CHC,,,,,,OF/UTIL
130513-165662,SS,Euribiel,Euribiel Angeles,Angeles,,0,2000,ATH@LAA,ATH,LAA,,,,,,SS/UTIL
130513-237340,OF,Ryan,Ryan Ward,Ward,4.75,2,2000,LAD@SD,LAD,SD,,,,,,OF/UTIL
130513-165667,OF,Samuel,Samuel Zavala,Zavala,,0,2000,CWS@SEA,CWS,SEA,,,,,,OF/UTIL
130513-165669,2B,Max,Max Ferguson,Ferguson,,0,2000,BOS@KC,BOS,KC,,,,,,2B/UTIL
130513-169769,3B/SS/2B,Vinny,Vinny Capra,Capra,2.723404255319149,47,2000,BOS@KC,BOS,KC,,,,,,2B/3B/SS/UTIL
130513-165679,3B,Milkar,Milkar Perez,Perez,,0,2000,CWS@SEA,SEA,CWS,,,,,,3B/UTIL
130513-165683,OF,Gabriel,Gabriel Gonzalez,Gonzalez,,0,2000,HOU@MIN,MIN,HOU,,,,,,OF/UTIL
130513-165681,3B,Starlin,Starlin Aguilar,Aguilar,,0,2000,CWS@SEA,SEA,CWS,,,,,,3B/UTIL
130513-165685,SS,Aeverson,Aeverson Arteaga,Arteaga,,0,2000,SF@ARI,SF,ARI,,,,,,SS/UTIL
130513-163642,OF,Alberto,Alberto Rodriguez,Rodriguez,,0,2000,BOS@KC,KC,BOS,IL,Undisclosed,,,,OF/UTIL
130513-165690,C,Brett,Brett Auerbach,Auerbach,,0,2000,SF@ARI,SF,ARI,,,,,,C/1B/UTIL
130513-110404,3B,Mike,Mike Brosseau,Brosseau,,0,2000,LAD@SD,SD,LAD,,,,,,3B/UTIL
130513-163653,OF,Allan,Allan Cerda,Cerda,,0,2000,HOU@MIN,MIN,HOU,,,,,,OF/UTIL
130513-165711,SS,Cam,Cam Cauley,Cauley,,0,2000,TEX@COL,TEX,COL,,,,,,SS/UTIL
130513-165708,2B,Trevor,Trevor Hauver,Hauver,,0,2000,TEX@COL,TEX,COL,,,,,,2B/UTIL
130513-165709,OF,Yeison,Yeison Morrobel,Morrobel,,0,2000,TEX@COL,TEX,COL,,,,,,OF/UTIL
130513-165712,3B/OF,Dustin,Dustin Harris,Harris,7.099999820484834,17,2000,CWS@SEA,CWS,SEA,,,,,,3B/OF/UTIL
130513-165713,OF,Aaron,Aaron Zavala,Zavala,,0,2000,TEX@COL,TEX,COL,,,,,,OF/UTIL
130513-165718,2B/OF,Samad,Samad Taylor,Taylor,1.5499999523162842,4,2000,LAD@SD,SD,LAD,,,,,,2B/OF/UTIL
130513-163669,C,Bryan,Bryan Lavastida,Lavastida,,0,2000,ATH@LAA,ATH,LAA,,,,,,C/1B/UTIL
130513-163672,3B/1B,Jonah,Jonah Bride,Bride,3.086666531032986,45,2000,TEX@COL,TEX,COL,,,,,,C/1B/3B/UTIL
130513-165724,OF,Dasan,Dasan Brown,Brown,,0,2000,MIL@CHC,MIL,CHC,,,,,,OF/UTIL
130513-163686,3B/SS,Oswaldo,Oswaldo Cabrera,Cabrera,6.597142682756696,35,2000,TOR@NYY,NYY,TOR,,,,,,3B/SS/UTIL
130513-163694,SS,Eddys,Eddys Leonard,Leonard,,0,2000,MIL@CHC,MIL,CHC,,,,,,SS/UTIL
130513-163696,OF,Jack,Jack Suwinski,Suwinski,5.47457627118644,59,2000,LAD@SD,LAD,SD,,,,,,OF/UTIL
130513-180095,OF,Will,Will Brennan,Brennan,0,5,2000,SF@ARI,SF,ARI,,,,,,OF/UTIL
130513-102288,OF,Drew,Drew Waters,Waters,5.280555725097656,72,2000,BOS@KC,KC,BOS,,,,,,OF/UTIL
130513-102309,OF,Michael,Michael Siani,Siani,1.6210525914242393,19,2000,LAD@SD,LAD,SD,,,,,,OF/UTIL
130513-102322,2B/3B,Nick,Nick Madrigal,Madrigal,,0,2000,ATH@LAA,LAA,ATH,,,,,,2B/3B/UTIL
130513-102331,2B/SS/3B,Nicky,Nicky Lopez,Lopez,0.800000011920929,4,2000,MIL@CHC,CHC,MIL,,,,,,2B/3B/SS/UTIL
130513-102346,OF,Jordyn,Jordyn Adams,Adams,0.3200000047683716,10,2000,MIL@CHC,MIL,CHC,,,,,,OF/UTIL
130513-81869,C,Chad,Chad Wallach,Wallach,0,1,2000,ATH@LAA,ATH,LAA,,,,,,C/1B/UTIL
130513-102352,C,Payton,Payton Henry,Henry,,0,2000,TOR@NYY,NYY,TOR,,,,,,C/1B/UTIL
130513-200663,C,David,David Banuelos,Banuelos,3,1,2000,HOU@MIN,MIN,HOU,,,,,,C/1B/UTIL
130513-102356,OF,Gilberto,Gilberto Celestino,Celestino,,0,2000,TEX@COL,TEX,COL,,,,,,OF/UTIL
130513-102360,OF,Connor,Connor Scott,Scott,,0,2000,BOS@KC,KC,BOS,,,,,,OF/UTIL
130513-102374,C/2B/3B,Anthony,Anthony Seigler,Seigler,3.373529322007123,34,2000,BOS@KC,BOS,KC,,,,,,C/1B/2B/3B/UTIL
130513-102384,SS,Jeremy,Jeremy Eierman,Eierman,,0,2000,ATH@LAA,ATH,LAA,,,,,,SS/UTIL
130513-180208,2B/3B/SS/OF,Miles,Miles Mastrobuoni,Mastrobuoni,4.259740259740259,77,2000,CWS@SEA,SEA,CWS,IL,Calf,,,,2B/3B/SS/OF/UTIL
130513-102391,OF,Tirso,Tirso Ornelas,Ornelas,1.7857142857142858,7,2000,LAD@SD,SD,LAD,,,,,,OF/UTIL
