Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
130513-101838,P,JT,JT Brubaker,Brubaker,5.533333333333333,15,5700,SF@ARI,SF,ARI,,,,,,P
130513-161256,P,Cooper,Cooper Criswell,Criswell,5.705882352941177,17,5700,CWS@SEA,SEA,CWS,,,,,,P
130513-181823,P,Keaton,Keaton Winn,Winn,4.55,20,5700,SF@ARI,SF,ARI,,,,,,P
130513-226881,P,Carson,Carson Palmquist,Palmquist,9.11111111111111,9,5700,TEX@COL,COL,TEX,,,,,,P
130513-165561,P,Chayce,Chayce McDermott,McDermott,6,1,5700,LAD@SD,LAD,SD,,,,,,P
130513-102297,P,Keegan,Keegan Thompson,Thompson,,0,5700,TEX@COL,COL,TEX,,,,,,P
130513-190370,P,Jackson,Jackson Wolf,Wolf,,0,5700,LAD@SD,SD,LAD,,,,,,P
130513-198934,P,Yariel,Yariel Rodriguez,Rodriguez,6.5,2,5600,TOR@NYY,TOR,NYY,,,,,,P
130513-195151,P,Anthony,Anthony Veneziano,Veneziano,4.269230769230769,26,5600,TEX@COL,TEX,COL,,,,,,P
130513-82539,P,Jalen,Jalen Beeks,Beeks,5,20,5600,TEX@COL,TEX,COL,,,,,,P
130513-203679,P,Valente,Valente Bellozo,Bellozo,9.666666666666666,3,5600,TEX@COL,COL,TEX,,,,,,P
130513-232593,P,McCade,McCade Brown,Brown,11.857142857142858,7,5600,TEX@COL,COL,TEX,IL,Shoulder,,,,P
130513-79147,P,Jakob,Jakob Junis,Junis,4.5,16,5600,TEX@COL,TEX,COL,,,,,,P
130513-238917,P,Dylan,Dylan Ray,Ray,,0,5600,SF@ARI,ARI,SF,,,,,,P
130513-102419,P,Cole,Cole Winn,Winn,5.1,20,5500,TEX@COL,TEX,COL,,,,,,P
130513-135191,P,Josh,Josh Fleming,Fleming,0,1,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-161818,P,Dylan,Dylan Coleman,Coleman,,0,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-135192,P,Ryan,Ryan Thompson,Thompson,3.789473684210526,21,5500,SF@ARI,ARI,SF,,,,,,P
130513-102426,P,Adam,Adam Kloffenstein,Kloffenstein,,0,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-161827,P,Seth,Seth Martinez,Martinez,3.3333333333333335,6,5500,BOS@KC,BOS,KC,,,,,,P
130513-172092,P,Garrett,Garrett Hill,Hill,,0,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-79936,P,Mark,Mark Leiter Jr.,Leiter Jr.,3.8095238095238093,21,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-102464,P,Jacob,Jacob Heatherly,Heatherly,,0,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-104512,P,Geoff,Geoff Hartlieb,Hartlieb,0.25,4,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-102469,P,Ben,Ben Bowden,Bowden,3.4545454545454546,11,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-135237,P,Nick,Nick Mears,Mears,4.444444444444445,18,5500,BOS@KC,KC,BOS,,,,,,P
130513-102474,P,Eli,Eli Morgan,Morgan,7,7,5500,BOS@KC,KC,BOS,,,,,,P
130513-102479,P,Lincoln,Lincoln Henzman,Henzman,,0,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-135249,P,Bryce,Bryce Jarvis,Jarvis,7.909090909090909,12,5500,SF@ARI,ARI,SF,,,,,,P
130513-135253,P,Alex,Alex Vesia,Vesia,5.45,20,5500,LAD@SD,LAD,SD,,,,,,P
130513-102501,P,Braydon,Braydon Fisher,Fisher,5.565217391304348,23,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-73828,P,Dan,Dan Altavilla,Altavilla,4.666666666666667,28,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-102500,P,Robert,Robert Dugger,Dugger,,0,5500,TEX@COL,TEX,COL,,,,,,P
130513-116839,P,David,David Bednar,Bednar,5.1,20,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-157796,P,Gabe,Gabe Klobosits,Klobosits,,0,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-194675,P,Luke,Luke Little,Little,3,1,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-102515,P,Aaron,Aaron Ashby,Ashby,11.714285714285714,21,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-231537,P,Pierson,Pierson Ohl,Ohl,8.571428571428571,14,5500,TEX@COL,COL,TEX,IL,Elbow,,,,P
130513-231540,P,Houston,Houston Roth,Roth,,0,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-178306,P,Bryan,Bryan Hoeing,Hoeing,5.142857142857143,7,5500,LAD@SD,SD,LAD,IL,Elbow,,,,P
130513-116868,P,Gabe,Gabe Speier,Speier,4.066666666666666,15,5500,CWS@SEA,SEA,CWS,IL,Shoulder,,,,P
130513-135303,P,Jordan,Jordan Weems,Weems,-2,4,5500,LAD@SD,LAD,SD,,,,,,P
130513-135306,P,Cole,Cole Wilcox,Wilcox,5.545454545454546,11,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-114827,P,John,John Schreiber,Schreiber,2.736842105263158,19,5500,BOS@KC,KC,BOS,,,,,,P
130513-73866,P,Wandy,Wandy Peralta,Peralta,5.105263157894737,19,5500,LAD@SD,SD,LAD,,,,,,P
130513-73869,P,Joe,Joe Mantiply,Mantiply,5.588235294117647,17,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-102542,P,Travis,Travis MacGregor,MacGregor,,0,5500,TOR@NYY,NYY,TOR,IL,Undisclosed,,,,P
130513-102549,P,Andres,Andres Munoz,Munoz,7,18,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-102558,P,Gregory,Gregory Santos,Santos,4,3,5500,SF@ARI,SF,ARI,,,,,,P
130513-184482,P,Hobie,Hobie Harris,Harris,,0,5500,BOS@KC,BOS,KC,IL,Forearm,,,,P
130513-102560,P,Camilo,Camilo Doval,Doval,3.95,20,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-145591,P,Eduard,Eduard Bazardo,Bazardo,4.954545454545454,22,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-145593,P,Carlos,Carlos Vargas,Vargas,4.4605263157894735,76,5500,CWS@SEA,SEA,CWS,IL,Lat,,,,P
130513-102593,P,Gerardo,Gerardo Carrillo,Carrillo,,0,5500,SF@ARI,ARI,SF,,,,,,P
130513-145610,P,Angel,Angel Zerpa,Zerpa,2.9166666666666665,12,5500,MIL@CHC,MIL,CHC,IL,Elbow,,,,P
130513-194770,P,Nick,Nick Hernandez,Hernandez,5.222222222222222,10,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-145620,P,Helcris,Helcris Olivarez,Olivarez,,0,5500,BOS@KC,KC,BOS,,,,,,P
130513-145630,P,Kervin,Kervin Castro,Castro,9,1,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-145629,P,Mason,Mason Thompson,Thompson,2.0714285714285716,14,5500,TEX@COL,TEX,COL,,,,,,P
130513-209116,P,Troy,Troy Taylor,Taylor,-0.14285714285714285,8,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-178411,P,Michael,Michael Plassmeyer,Plassmeyer,,0,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-198901,P,Chase,Chase Hampton,Hampton,,0,5500,TOR@NYY,NYY,TOR,IL,Elbow,,,,P
130513-194816,P,Kyle,Kyle Hurt,Hurt,6.75,12,5500,LAD@SD,LAD,SD,,,,,,P
130513-225559,P,Juan,Juan Morillo,Morillo,5.8,21,5500,SF@ARI,ARI,SF,,,,,,P
130513-180540,P,Easton,Easton McGee,McGee,4.5,2,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-203074,P,Spencer,Spencer Bivens,Bivens,6.277777777777778,54,5500,SF@ARI,SF,ARI,,,,,,P
130513-211265,P,Seth,Seth Halvorsen,Halvorsen,5.5,6,5500,TEX@COL,COL,TEX,,,,,,P
130513-203080,P,Brandon,Brandon Eisert,Eisert,1.3333333333333333,3,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-153961,P,Tayler,Tayler Saucedo,Saucedo,5,1,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-225671,P,Zach,Zach Agnos,Agnos,7.153846153846154,13,5500,TEX@COL,COL,TEX,,,,,,P
130513-170384,P,Yerry,Yerry de los Santos,de los Santos,15.5,2,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-242076,P,Tyler,Tyler Schweitzer,Schweitzer,0.75,4,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-158131,P,Tyler,Tyler Gilbert,Gilbert,-2,2,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-80313,P,Keynan,Keynan Middleton,Middleton,,0,5500,LAD@SD,LAD,SD,,,,,,P
130513-225748,P,Craig,Craig Yoho,Yoho,3.25,8,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-145919,P,Paul,Paul Campbell,Campbell,,0,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-119299,P,Drey,Drey Jameson,Jameson,2,3,5500,SF@ARI,ARI,SF,,,,,,P
130513-219654,P,Juan,Juan Carela,Carela,,0,5500,CWS@SEA,CWS,SEA,O,Elbow,,,,P
130513-119310,P,Noah,Noah Song,Song,,0,5500,BOS@KC,BOS,KC,,,,,,P
130513-219660,P,Kade,Kade Strowd,Strowd,5.666666666666667,25,5500,SF@ARI,ARI,SF,,,,,,P
130513-170514,P,Jose,Jose Cuas,Cuas,,0,5500,BOS@KC,KC,BOS,,,,,,P
130513-119315,P,Kohl,Kohl Franklin,Franklin,,0,5500,MIL@CHC,CHC,MIL,IL,Elbow,,,,P
130513-170512,P,Peter,Peter Strzelecki,Strzelecki,,0,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-119319,P,Ryan,Ryan Jensen,Jensen,,0,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-162328,P,Reiver,Reiver Sanmartin,Sanmartin,11,1,5500,SF@ARI,SF,ARI,IL,Hip,,,,P
130513-191007,P,Declan,Declan Cronin,Cronin,,0,5500,TEX@COL,TEX,COL,O,Elbow,,,,P
130513-16931,P,Yu,Yu Darvish,Darvish,20.8125,16,5500,LAD@SD,SD,LAD,O,Elbow,,,,P
130513-219694,P,Winston,Winston Santos,Santos,,0,5500,TEX@COL,TEX,COL,,,,,,P
130513-219693,P,Emiliano,Emiliano Teodo,Teodo,,0,5500,TEX@COL,TEX,COL,,,,,,P
130513-219696,P,Eric,Eric Cerantola,Cerantola,7.5,2,5500,BOS@KC,KC,BOS,,,,,,P
130513-219702,P,Marco,Marco Raya,Raya,,0,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-119358,P,Antoine,Antoine Kelly,Kelly,,0,5500,LAD@SD,LAD,SD,,,,,,P
130513-119367,P,Matt,Matt Canterino,Canterino,,0,5500,HOU@MIN,MIN,HOU,IL,Shoulder,,,,P
130513-72265,P,Matt,Matt Strahm,Strahm,5,17,5500,BOS@KC,KC,BOS,IL,Knee,,,,P
130513-219723,P,Omar,Omar Cruz,Cruz,10,2,5500,LAD@SD,SD,LAD,,,,,,P
130513-139851,P,Justin,Justin Topa,Topa,2.227272727272727,22,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-219722,P,Jack,Jack Dreyer,Dreyer,6.7,20,5500,LAD@SD,LAD,SD,IL,Shoulder,,,,P
130513-80460,P,John,John Brebbia,Brebbia,4.2727272727272725,22,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-219726,P,Joe,Joe Elbis,Elbis,,0,5500,SF@ARI,ARI,SF,,,,,,P
130513-219725,P,Henry,Henry Baez,Baez,,0,5500,ATH@LAA,ATH,LAA,IL,Elbow,,,,P
130513-219730,P,Chase,Chase Lee,Lee,4,1,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-150107,P,Tommy,Tommy Nance,Nance,5.55,20,5500,TOR@NYY,TOR,NYY,IL,Forearm,,,,P
130513-242268,P,Jack,Jack Anderson,Anderson,11,3,5500,BOS@KC,BOS,KC,,,,,,P
130513-119392,P,Josh,Josh Wolf,Wolf,,0,5500,SF@ARI,SF,ARI,,,,,,P
130513-119397,P,T.J.,T.J. Sikkema,Sikkema,,0,5500,BOS@KC,BOS,KC,,,,,,P
130513-82535,P,Kyle,Kyle Wright,Wright,,0,5500,MIL@CHC,CHC,MIL,IL,Undisclosed,,,,P
130513-21096,P,Erasmo,Erasmo Ramirez,Ramirez,4.333333333333333,9,5500,TEX@COL,COL,TEX,,,,,,P
130513-186986,P,Eduardo,Eduardo Salazar,Salazar,2.5,30,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-119403,P,Erik,Erik Miller,Miller,5.538461538461538,13,5500,SF@ARI,SF,ARI,,,,,,P
130513-119406,P,Cody,Cody Bolton,Bolton,11.25,8,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-162419,P,Matt,Matt Brash,Brash,5.384615384615385,14,5500,CWS@SEA,SEA,CWS,IL,Lat,,,,P
130513-82547,P,Thomas,Thomas Hatch,Hatch,9.5,12,5500,SF@ARI,ARI,SF,,,,,,P
130513-156272,P,Reiss,Reiss Knehr,Knehr,,0,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-82549,P,Brendon,Brendon Little,Little,-0.2,5,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-119413,P,Isaiah,Isaiah Campbell,Campbell,2.3333333333333335,6,5500,SF@ARI,ARI,SF,,,,,,P
130513-135798,P,Garrett,Garrett Stallings,Stallings,,0,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-82548,P,Alex,Alex Lange,Lange,4.944444444444445,18,5500,BOS@KC,KC,BOS,,,,,,P
130513-70271,P,Carlos,Carlos Estevez,Estevez,-17,1,5500,BOS@KC,KC,BOS,IL,Shoulder,,,,P
130513-82564,P,Yency,Yency Almonte,Almonte,,0,5500,LAD@SD,LAD,SD,IL,Undisclosed,,,,P
130513-242310,P,Gavin,Gavin Collyer,Collyer,5.166666666666667,13,5500,TEX@COL,TEX,COL,,,,,,P
130513-62087,P,Miguel,Miguel Castro,Castro,2.5,6,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-119433,P,JJ,JJ Goss,Goss,,0,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-12943,P,Shelby,Shelby Miller,Miller,6,48,5500,MIL@CHC,CHC,MIL,IL,Elbow,,,,P
130513-203415,P,Bryan,Bryan King,King,5.117647058823529,17,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-170647,P,Jared,Jared Koenig,Koenig,6.333333333333333,3,5500,MIL@CHC,MIL,CHC,IL,Elbow,,,,P
130513-82584,P,JB,JB Bukauskas,Bukauskas,,0,5500,MIL@CHC,MIL,CHC,IL,Lat,,,,P
130513-119451,P,Matt,Matt Cronin,Cronin,,0,5500,CWS@SEA,SEA,CWS,O,Undisclosed,,,,P
130513-164510,P,Victor,Victor Vodnik,Vodnik,4.0588235294117645,17,5500,TEX@COL,COL,TEX,,,,,,P
130513-203420,P,Austin,Austin Kitchen,Kitchen,,0,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-164517,P,Chris,Chris Murphy,Murphy,3.5,6,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-164522,P,Wikelman,Wikelman Gonzalez,Gonzalez,7.75,16,5500,CWS@SEA,CWS,SEA,IL,Lat,,,,P
130513-17065,P,Blake,Blake Treinen,Treinen,4.352941176470588,18,5500,LAD@SD,LAD,SD,,,,,,P
130513-84651,P,Austin,Austin Davis,Davis,,0,5500,LAD@SD,SD,LAD,,,,,,P
130513-164530,P,Caleb,Caleb Kilian,Kilian,6.157894736842105,19,5500,SF@ARI,SF,ARI,,,,,,P
130513-240308,P,Daison,Daison Acosta,Acosta,,0,5500,LAD@SD,SD,LAD,,,,,,P
130513-80571,P,Phil,Phil Maton,Maton,3.2857142857142856,14,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-240313,P,Alec,Alec Gamboa,Gamboa,9,1,5500,BOS@KC,BOS,KC,,,,,,P
130513-119494,P,Andrew,Andrew Dalquist,Dalquist,,0,5500,LAD@SD,SD,LAD,,,,,,P
130513-170699,P,Matt,Matt Gage,Gage,4.608695652173913,23,5500,SF@ARI,SF,ARI,,,,,,P
130513-82653,P,Ryan,Ryan Borucki,Borucki,3.764705882352941,17,5500,SF@ARI,SF,ARI,,,,,,P
130513-82656,P,Nate,Nate Pearson,Pearson,1.8181818181818181,11,5500,HOU@MIN,HOU,MIN,IL,Elbow,,,,P
130513-240353,P,Griff,Griff McGarry,McGarry,,0,5500,LAD@SD,LAD,SD,,,,,,P
130513-240352,P,Jedixson,Jedixson Paez,Paez,-3,3,5500,BOS@KC,BOS,KC,DTD,Hip,,,,P
130513-187110,P,Ben,Ben Joyce,Joyce,2.6,5,5500,ATH@LAA,LAA,ATH,IL,Shoulder,,,,P
130513-240358,P,Ryan,Ryan Watson,Watson,5.764705882352941,17,5500,BOS@KC,BOS,KC,,,,,,P
130513-240357,P,Carter,Carter Baumler,Baumler,7.25,4,5500,TEX@COL,TEX,COL,IL,Ribs,,,,P
130513-240356,P,RJ,RJ Petit,Petit,,0,5500,TEX@COL,COL,TEX,IL,Elbow,,,,P
130513-228072,P,Jake,Jake Palisch,Palisch,-3,1,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-240360,P,Spencer,Spencer Miles,Miles,9.846153846153847,13,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-228076,P,Paul,Paul Gervase,Gervase,21,1,5500,LAD@SD,LAD,SD,,,,,,P
130513-187121,P,Grant,Grant Anderson,Anderson,4.75,20,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-84727,P,Drew,Drew Smith,Smith,,0,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-84731,P,Evan,Evan Phillips,Phillips,5,7,5500,LAD@SD,LAD,SD,IL,Elbow,,,,P
130513-13055,P,Anthony,Anthony Gose,Gose,,0,5500,BOS@KC,KC,BOS,,,,,,P
130513-154368,P,Vinny,Vinny Nittoli,Nittoli,,0,5500,BOS@KC,BOS,KC,O,Elbow,,,,P
130513-201506,P,Tyler,Tyler Ferguson,Ferguson,-5,1,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-199461,P,Luis,Luis Contreras,Contreras,5.333333333333333,9,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-199460,P,Jordan,Jordan Leasure,Leasure,4.9375,16,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-135976,P,Bennett,Bennett Sousa,Sousa,3.25,5,5500,HOU@MIN,HOU,MIN,IL,Elbow,,,,P
130513-199465,P,Juan,Juan Sanchez,Sanchez,,0,5500,SF@ARI,SF,ARI,,,,,,P
130513-103218,P,Nick,Nick Margevicius,Margevicius,,0,5500,SF@ARI,SF,ARI,,,,,,P
130513-178997,P,Greg,Greg Weissert,Weissert,4.277777777777778,19,5500,BOS@KC,BOS,KC,,,,,,P
130513-232267,P,David,David Sandlin,Sandlin,,0,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-119631,P,Yerry,Yerry Rodriguez,Rodriguez,,0,5500,TOR@NYY,NYY,TOR,IL,Elbow,,,,P
130513-70482,P,J.B.,J.B. Wendelken,Wendelken,,0,5500,LAD@SD,SD,LAD,,,,,,P
130513-213851,P,Domingo,Domingo Gonzalez,Gonzalez,8,4,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-183131,P,Ryder,Ryder Ryan,Ryan,,0,5500,LAD@SD,LAD,SD,,,,,,P
130513-228189,P,Juan,Juan Burgos,Burgos,4.6923076923076925,13,5500,SF@ARI,ARI,SF,,,,,,P
130513-11108,P,Aroldis,Aroldis Chapman,Chapman,6.6875,16,5500,BOS@KC,BOS,KC,,,,,,P
130513-68466,P,Steven,Steven Okert,Okert,3.8181818181818183,22,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-203642,P,Raymond,Raymond Burgos,Burgos,,0,5500,BOS@KC,BOS,KC,,,,,,P
130513-68474,P,Josh,Josh Hader,Hader,8.041666666666666,48,5500,HOU@MIN,HOU,MIN,IL,Biceps,,,,P
130513-68476,P,Taylor,Taylor Rogers,Rogers,3.8333333333333335,19,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-68487,P,Tayron,Tayron Guerrero,Guerrero,,0,5500,BOS@KC,BOS,KC,,,,,,P
130513-68490,P,Austin,Austin Voth,Voth,8,1,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-170889,P,Aneurys,Aneurys Zabala,Zabala,,0,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-170895,P,Jake,Jake Bird,Bird,4.352941176470588,18,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-68506,P,Rob,Rob Kaminsky,Kaminsky,,0,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-80801,P,Hoby,Hoby Milner,Milner,3.9523809523809526,21,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-68520,P,Michael,Michael Fulmer,Fulmer,5.666666666666667,3,5500,SF@ARI,SF,ARI,,,,,,P
130513-179118,P,Zack,Zack Kelly,Kelly,4.4375,16,5500,BOS@KC,BOS,KC,,,,,,P
130513-52141,P,Lucas,Lucas Sims,Sims,5,9,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-52143,P,Hunter,Hunter Harvey,Harvey,3.75,4,5500,MIL@CHC,CHC,MIL,IL,Triceps,,,,P
130513-52152,P,Robert,Robert Stephenson,Stephenson,5.7272727272727275,12,5500,ATH@LAA,LAA,ATH,IL,Elbow,,,,P
130513-175032,P,Brennan,Brennan Bernardino,Bernardino,3.95,20,5500,TEX@COL,COL,TEX,,,,,,P
130513-179129,P,Jeremiah,Jeremiah Estrada,Estrada,6.153846153846154,13,5500,LAD@SD,SD,LAD,,,,,,P
130513-68548,P,Edwin,Edwin Diaz,Diaz,5.5,7,5500,LAD@SD,LAD,SD,IL,Elbow,,,,P
130513-68551,P,Tyler,Tyler Beede,Beede,,0,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-232399,P,Joel,Joel Peguero,Peguero,3.1666666666666665,6,5500,SF@ARI,SF,ARI,,,,,,P
130513-189393,P,Daniel,Daniel Palencia,Palencia,5.4,10,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-156631,P,Charlie,Charlie Barnes,Barnes,4,3,5500,LAD@SD,LAD,SD,,,,,,P
130513-52194,P,Aaron,Aaron Sanchez,Sanchez,,0,5500,BOS@KC,KC,BOS,,,,,,P
130513-187367,P,Nick,Nick Robertson,Robertson,,0,5500,LAD@SD,LAD,SD,,,,,,P
130513-213995,P,Luis,Luis Curvelo,Curvelo,5,4,5500,TEX@COL,TEX,COL,IL,Shoulder,,,,P
130513-68584,P,Tyler,Tyler Jay,Jay,,0,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-70634,P,Daniel,Daniel Mengden,Mengden,,0,5500,SF@ARI,ARI,SF,,,,,,P
130513-82924,P,Tim,Tim Hill,Hill,3.090909090909091,22,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-82935,P,Trevor,Trevor Richards,Richards,6.6,5,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-13312,P,Ryan,Ryan Brasier,Brasier,3.5357142857142856,28,5500,TEX@COL,TEX,COL,,,,,,P
130513-226310,P,Jose,Jose Fermin,Fermin,5.333333333333333,9,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-171020,P,Michael,Michael Kelly,Kelly,4,4,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-242712,P,Eduardo,Eduardo Rivera,Rivera,19,1,5500,BOS@KC,BOS,KC,,,,,,P
130513-82999,P,Scott,Scott Barlow,Barlow,5,21,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-240707,P,Tyler,Tyler Bremner,Bremner,,0,5500,ATH@LAA,LAA,ATH,DTD,Illness,,,,P
130513-154688,P,Jake,Jake Cousins,Cousins,,0,5500,LAD@SD,LAD,SD,IL,Elbow,,,,P
130513-169030,P,Zach,Zach Jackson,Jackson,,0,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-242757,P,Tyler,Tyler Davis,Davis,5.666666666666667,9,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-240708,P,Jaxon,Jaxon Wiggins,Wiggins,,0,5500,MIL@CHC,CHC,MIL,IL,Elbow,,,,P
130513-240715,P,Gage,Gage Jump,Jump,,0,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-179275,P,Fernando,Fernando Cruz,Cruz,6.136363636363637,22,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-240714,P,Kyson,Kyson Witherspoon,Witherspoon,,0,5500,BOS@KC,BOS,KC,,,,,,P
130513-242762,P,Peyton,Peyton Gray,Gray,7.428571428571429,7,5500,TEX@COL,TEX,COL,,,,,,P
130513-240713,P,Kade,Kade Anderson,Anderson,,0,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-240712,P,Jamie,Jamie Arnold,Arnold,,0,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-209997,P,Jack,Jack Neely,Neely,,0,5500,MIL@CHC,CHC,MIL,IL,Undisclosed,,,,P
130513-189528,P,Robert,Robert Garcia,Garcia,3.6666666666666665,9,5500,TEX@COL,TEX,COL,IL,Shoulder,,,,P
130513-189529,P,Alek,Alek Jacob,Jacob,7.5,2,5500,LAD@SD,SD,LAD,,,,,,P
130513-226411,P,David,David Morgan,Morgan,6.363636363636363,11,5500,LAD@SD,SD,LAD,,,,,,P
130513-83054,P,Justin,Justin Anderson,Anderson,,0,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-85108,P,Enyel,Enyel De Los Santos,De Los Santos,4.352941176470588,17,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-13438,P,Drew,Drew Pomeranz,Pomeranz,2.6470588235294117,17,5500,ATH@LAA,LAA,ATH,IL,Elbow,,,,P
130513-201853,P,Ryan,Ryan Loutos,Loutos,1.3636363636363635,12,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-83097,P,D.J.,D.J. Snelten,Snelten,,0,5500,LAD@SD,SD,LAD,,,,,,P
130513-38043,P,Enny,Enny Romero,Romero,,0,5500,SF@ARI,SF,ARI,,,,,,P
130513-232618,P,Taylor,Taylor Rashi,Rashi,5.666666666666667,3,5500,SF@ARI,ARI,SF,,,,,,P
130513-83116,P,Wander,Wander Suero,Suero,3.2,5,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-83154,P,Miguel,Miguel Del Pozo,Del Pozo,,0,5500,SF@ARI,SF,ARI,,,,,,P
130513-83159,P,Diego,Diego Castillo,Castillo,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-83158,P,Seranthony,Seranthony Dominguez,Dominguez,5.5,20,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-38106,P,Kirby,Kirby Yates,Yates,5.75,4,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-83163,P,Jonathan,Jonathan Loaisiga,Loaisiga,3.6842105263157894,19,5500,SF@ARI,ARI,SF,,,,,,P
130513-79066,P,Anthony,Anthony Banda,Banda,3.3181818181818183,22,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-79071,P,Taylor,Taylor Clarke,Clarke,3.8095238095238093,21,5500,SF@ARI,ARI,SF,,,,,,P
130513-83170,P,Thomas,Thomas Pannone,Pannone,,0,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-152806,P,Jason,Jason Foley,Foley,,0,5500,SF@ARI,SF,ARI,IL,Shoulder,,,,P
130513-79084,P,Tanner,Tanner Scott,Scott,5,20,5500,LAD@SD,LAD,SD,,,,,,P
130513-60656,P,Jeff,Jeff Hoffman,Hoffman,6.333333333333333,21,5500,TOR@NYY,TOR,NYY,,,,,,P
